SubjectName,4,7,10,13,16,19,22,28
E002473,1,1,1,0,0,1,0,0
E002681,0,0,1,0,0,0,1,1
E004781,0,0,0,0,0,0,1,1
E007303,0,0,1,1,1,1,0,0
E007743,1,0,0,0,0,1,0,0
E007980,1,1,1,0,0,1,0,1
E008437,1,0,1,0,0,0,1,1
E008643,1,1,1,0,0,1,1,0
E012115,1,0,1,0,1,0,1,0
E012124,1,1,0,1,0,0,0,1
E012393,1,0,1,0,1,1,1,0
E012678,0,0,1,0,0,0,1,0
E013394,0,0,0,1,0,0,0,0
E015378,0,0,0,0,1,1,1,1
E015991,1,0,0,0,0,1,0,0
E016148,1,1,1,1,0,0,1,1
E016444,1,0,0,0,1,1,1,0
E016870,0,0,1,0,0,0,0,0
E017049,0,1,1,1,0,1,0,0
E017715,0,0,1,0,1,0,0,1
E018574,1,0,1,0,0,1,0,1
E019187,0,0,0,1,0,0,1,1
E019349,0,0,0,1,1,1,0,1
E019793,0,0,0,0,0,1,0,1
E020781,1,0,1,1,0,0,0,0
E020808,0,0,1,0,0,0,1,0
E022083,1,0,0,0,0,0,0,0
E022960,0,1,0,1,1,1,1,1
E023535,1,0,0,0,1,1,1,0
E023705,0,1,1,1,1,0,1,0
E024240,1,0,0,1,1,0,0,0
E024646,0,0,1,1,0,1,1,1
E029796,1,0,1,0,0,0,0,0
E031941,1,0,1,1,0,1,0,0
E033036,0,1,0,0,0,0,0,0
E034885,1,1,0,0,0,0,0,0
P000648,0,0,1,1,1,0,1,1
P001363,0,1,0,0,1,0,0,0
P003173,1,1,1,0,0,0,1,1
P004113,1,0,1,0,1,0,1,0
P004230,1,0,1,1,1,1,0,0
P005135,0,0,0,1,0,0,0,1
P005558,1,0,1,1,0,0,1,1
P006035,1,1,0,1,0,0,0,1
P007649,0,1,0,0,0,1,1,0
P008579,1,0,1,0,1,0,1,0
P009291,0,1,0,1,0,0,1,0
P009746,0,1,1,1,1,0,0,0
P010096,0,0,1,0,0,0,0,1
P010322,0,0,0,1,0,0,0,0
P013701,0,0,0,0,0,1,0,1
P013823,0,1,1,0,1,0,1,0
P013960,0,1,1,1,1,0,1,1
P014713,1,1,0,0,0,1,0,0
P014839,1,1,0,0,1,0,1,0
P015163,0,1,0,1,1,0,0,0
P016803,0,0,0,1,0,0,1,0
P017671,0,0,1,1,1,0,0,0
P019475,0,1,0,0,0,0,0,0
P021772,1,1,1,1,0,0,1,1
P022130,0,0,1,0,1,1,1,1
P022384,1,0,1,1,1,0,0,0
T000094,0,0,0,1,1,0,0,1
T000272,1,0,1,0,0,1,0,1
T000461,0,0,0,0,0,0,1,0
T002534,0,0,0,1,0,0,1,0
T003353,0,1,1,1,0,1,1,0
T003950,1,1,1,0,1,0,1,0
T004341,1,0,1,1,0,0,0,0
T005643,0,1,1,1,0,1,1,0
T005999,0,0,1,1,1,0,0,0
T006266,0,0,1,1,1,0,0,0
T007748,0,1,1,0,1,1,0,1
T008025,1,0,0,1,1,0,0,1
T008246,0,1,1,0,0,1,0,0
T008631,0,0,1,1,0,1,0,1
T011676,1,1,1,0,0,1,1,1
T012121,1,0,0,0,1,0,1,0
T012138,0,0,1,0,0,0,0,1
T012312,0,1,0,0,1,1,1,1
T012374,1,1,0,0,1,0,1,0
T012983,0,1,0,0,0,0,1,0
T013832,0,1,0,0,1,1,0,0
T014575,0,0,1,0,0,0,1,0
T014827,1,1,0,0,0,0,0,0
T016811,0,0,0,1,0,0,1,0
T016812,1,1,1,0,0,1,0,0
T016834,1,0,0,0,1,0,0,1
T017394,0,0,0,0,1,1,0,0
T017419,1,0,0,1,0,0,0,1
T019021,1,1,0,0,1,0,0,1
T019031,0,1,0,0,1,0,0,0
T019853,0,0,0,0,0,0,1,1
E002338,0,0,0,0,0,1,1,0
E004934,1,1,1,0,0,1,0,1
E009667,1,0,1,0,1,0,0,1
E009676,1,0,1,0,0,1,0,0
E011183,1,0,1,1,0,0,0,1
E015208,0,1,1,0,0,0,0,1
E018421,0,0,0,0,0,0,0,1
E023681,0,0,0,0,1,1,1,0
E025912,1,0,0,1,0,1,0,1
E030828,1,0,0,1,1,1,0,0
E032745,1,1,0,0,0,0,0,0
P005279,1,1,0,0,1,0,0,0
P010936,1,0,0,0,1,0,0,1
P015091,0,0,0,1,0,1,0,1
P018832,1,0,1,0,1,0,0,0
P022222,0,1,0,0,0,0,1,0
T005507,1,1,0,0,0,0,0,1
T006288,0,0,0,1,0,0,1,1
T010520,1,0,1,0,0,0,0,1
T010532,0,0,0,1,1,0,1,1
T012389,0,1,0,1,0,0,1,0
T014197,1,1,1,0,1,0,0,0
T018343,0,0,0,0,0,1,1,1
T019852,1,0,0,0,1,0,0,0
