SubjectName,4,7,10,13,16,19,22,28
E002473,0,0,0,0,1,0,0,0
E002681,0,0,1,1,0,1,0,0
E004781,0,0,0,0,0,0,1,1
E007303,0,0,0,0,0,0,0,1
E007743,0,1,0,0,0,0,0,0
E007980,0,0,1,0,0,0,0,0
E008437,0,0,1,0,0,0,1,0
E008643,0,0,1,0,0,0,0,0
E012115,0,0,0,0,1,0,0,0
E012124,0,0,0,1,0,0,0,0
E012393,0,0,0,0,0,1,0,0
E012678,0,0,1,0,0,0,0,0
E013394,0,0,0,0,1,0,0,0
E015378,0,0,1,0,0,0,0,0
E015991,1,0,0,0,0,0,0,0
E016148,0,0,0,0,0,0,1,0
E016444,0,0,0,0,0,0,0,1
E016870,0,1,0,1,0,0,0,0
E017049,0,0,1,0,0,0,0,0
E017715,0,0,0,0,0,1,0,0
E018574,0,0,0,1,0,0,0,0
E019187,0,0,0,0,0,1,0,0
E019349,0,0,0,0,0,1,0,0
E019793,0,0,0,0,0,1,0,0
E020781,0,0,0,1,0,0,0,0
E020808,0,1,0,1,0,0,0,0
E022083,0,0,1,0,0,0,0,0
E022960,1,1,0,0,0,0,0,0
E023535,0,0,0,0,0,0,0,1
E023705,0,0,0,0,1,0,0,0
E024240,0,0,0,0,0,0,1,0
E024646,0,0,0,1,0,0,0,0
E029796,0,1,0,0,0,0,1,0
E031941,0,1,0,0,0,1,0,1
E033036,0,0,1,0,0,0,0,0
E034885,1,0,0,0,0,0,0,0
P000648,0,0,0,1,0,1,0,0
P001363,0,1,0,0,0,0,0,0
P003173,0,1,0,0,0,0,0,1
P004113,0,1,0,0,0,0,0,0
P004230,0,0,0,1,0,0,0,0
P005135,1,1,0,0,0,0,0,0
P005558,0,1,0,0,0,0,0,0
P006035,0,0,0,1,0,0,0,1
P007649,0,0,0,0,1,0,0,0
P008579,0,0,0,0,1,0,0,0
P009291,0,0,0,0,0,0,0,1
P009746,0,0,0,0,1,0,0,0
P010096,0,0,0,1,0,0,0,0
P010322,0,0,0,0,0,0,0,1
P013701,0,0,0,0,0,1,0,0
P013823,0,0,1,0,1,0,0,1
P013960,0,1,0,0,0,0,0,0
P014713,1,0,0,0,0,0,0,0
P014839,0,0,0,0,0,0,1,0
P015163,1,0,0,0,0,0,0,0
P016803,0,1,0,0,0,0,0,0
P017671,0,0,0,0,0,0,0,1
P019475,1,0,0,0,0,0,0,0
P021772,0,0,1,0,0,0,0,0
P022130,0,0,0,0,0,0,0,1
P022384,1,0,0,0,0,0,1,0
T000094,1,0,0,0,1,0,0,1
T000272,0,1,0,0,0,0,0,0
T000461,0,0,0,0,0,0,1,0
T002534,0,0,0,0,0,1,0,0
T003353,0,0,0,1,0,0,0,0
T003950,0,0,0,1,0,0,0,0
T004341,0,0,0,0,0,1,0,0
T005643,0,0,0,0,0,1,0,0
T005999,0,0,0,0,0,0,1,0
T006266,0,0,0,0,0,0,1,0
T007748,0,0,0,0,0,1,0,0
T008025,0,0,0,0,0,0,0,1
T008246,0,0,0,0,0,1,0,0
T008631,0,0,0,0,0,0,1,0
T011676,0,0,1,0,0,0,0,0
T012121,0,0,0,0,0,0,1,0
T012138,0,0,0,0,1,0,0,0
T012312,0,0,1,0,0,0,0,0
T012374,0,0,0,1,0,0,0,0
T012983,0,0,0,0,0,1,0,0
T013832,0,0,0,1,0,0,0,0
T014575,0,0,0,0,1,0,0,0
T014827,1,0,0,0,0,0,0,0
T016811,1,0,0,0,0,0,0,0
T016812,0,1,0,0,0,0,0,0
T016834,0,0,0,1,1,0,1,0
T017394,0,1,0,0,1,0,0,1
T017419,0,0,1,0,0,0,0,0
T019021,0,0,0,1,0,1,0,0
T019031,0,0,0,0,1,0,0,0
T019853,0,0,0,0,0,0,1,0
E002338,0,0,0,0,0,0,1,0
E004934,0,0,0,0,1,0,0,0
E009667,0,0,0,0,0,1,0,0
E009676,0,0,1,0,0,0,0,0
E011183,0,0,0,0,0,1,0,0
E015208,0,0,0,0,1,0,0,0
E018421,0,0,0,0,1,1,0,1
E023681,0,0,0,1,0,1,0,0
E025912,0,0,0,0,1,0,0,0
E030828,0,0,0,0,0,0,1,0
E032745,0,0,0,1,0,0,0,0
P005279,0,0,0,0,1,0,0,0
P010936,1,0,0,0,0,0,0,0
P015091,0,0,0,0,0,0,0,1
P018832,0,0,0,0,0,0,0,1
P022222,0,0,0,0,0,1,0,0
T005507,0,0,0,0,0,0,0,1
T006288,0,0,0,0,0,1,0,0
T010520,0,0,0,0,0,1,0,0
T010532,0,0,0,0,0,0,0,1
T012389,0,0,1,0,0,0,0,0
T014197,0,0,0,0,0,0,0,1
T018343,1,0,1,0,0,0,0,0
T019852,0,0,0,0,0,0,0,1
