SubjectName,4,7,10,13,16,19,22,28
E002473,0,0,1,1,1,0,0,1
E002681,0,1,0,1,0,0,1,1
E004781,1,0,1,1,1,1,0,0
E007303,1,0,0,1,1,1,1,1
E007743,1,1,1,0,0,0,1,0
E007980,1,1,0,1,0,1,1,0
E008437,1,0,0,1,0,1,1,1
E008643,0,0,0,1,1,1,1,1
E012115,1,1,1,1,1,0,1,0
E012124,0,1,0,0,1,0,1,1
E012393,1,1,1,1,1,1,0,0
E012678,1,1,1,1,0,0,0,1
E013394,0,1,0,1,1,0,0,0
E015378,0,1,1,1,1,1,0,0
E015991,1,1,1,0,0,0,1,0
E016148,1,1,0,1,0,1,1,1
E016444,0,0,1,0,0,1,0,0
E016870,1,1,0,0,0,1,1,0
E017049,1,0,0,1,1,0,0,0
E017715,1,0,1,0,0,1,1,1
E018574,0,1,0,1,1,1,1,0
E019187,1,1,0,1,0,0,1,0
E019349,1,0,1,1,0,0,1,0
E019793,0,1,1,0,1,1,0,1
E020781,1,0,0,0,1,1,1,1
E020808,0,1,1,1,1,0,1,0
E022083,1,0,0,0,0,1,0,0
E022960,1,0,1,0,0,1,0,0
E023535,1,1,1,0,1,1,1,1
E023705,1,1,0,1,1,1,1,1
E024240,0,1,1,1,1,1,1,1
E024646,0,0,1,1,0,1,1,1
E029796,1,1,0,1,1,1,0,1
E031941,1,0,1,1,0,0,0,0
E033036,1,0,1,0,1,0,1,1
E034885,0,0,1,1,1,0,1,1
P000648,1,1,0,1,1,0,0,0
P001363,1,1,1,0,1,1,0,1
P003173,1,1,1,0,1,1,1,1
P004113,0,1,1,1,1,0,0,1
P004230,0,1,0,1,1,1,0,1
P005135,1,0,1,1,1,0,1,1
P005558,0,1,1,0,0,1,1,1
P006035,0,0,1,1,1,1,0,1
P007649,1,1,1,1,0,1,1,0
P008579,1,1,1,1,0,1,1,1
P009291,0,1,0,1,0,1,1,1
P009746,0,1,0,0,0,1,1,1
P010096,1,0,0,1,1,1,1,1
P010322,0,1,0,1,0,1,1,1
P013701,1,1,1,1,1,1,0,0
P013823,1,0,1,1,1,0,1,1
P013960,0,1,1,1,0,1,0,1
P014713,0,1,0,0,0,0,0,1
P014839,0,1,1,0,1,1,0,1
P015163,1,0,1,1,0,1,1,0
P016803,1,1,0,0,1,1,1,1
P017671,0,0,1,1,1,1,0,1
P019475,1,1,0,1,0,0,1,0
P021772,0,1,1,0,1,0,0,0
P022130,0,1,1,0,0,0,1,0
P022384,0,0,0,0,1,0,1,1
T000094,0,0,1,0,0,1,1,1
T000272,0,1,1,0,1,1,1,1
T000461,0,1,1,1,1,1,0,1
T002534,0,1,1,0,1,1,1,0
T003353,1,0,0,1,0,1,1,0
T003950,1,1,1,1,0,1,0,1
T004341,0,1,0,0,0,1,0,1
T005643,0,1,1,1,1,1,1,1
T005999,1,1,1,1,1,1,1,0
T006266,1,1,1,0,0,1,0,1
T007748,1,1,0,0,0,1,0,1
T008025,1,1,1,0,1,1,1,1
T008246,1,1,0,0,0,1,1,1
T008631,1,1,1,0,0,0,1,1
T011676,0,1,1,1,1,0,0,1
T012121,1,0,1,0,1,1,1,1
T012138,0,1,1,1,0,0,1,0
T012312,0,0,1,0,1,0,1,1
T012374,1,0,1,1,1,0,1,0
T012983,0,1,1,0,0,1,1,0
T013832,0,0,1,1,0,1,1,0
T014575,0,1,1,0,0,1,1,1
T014827,1,1,1,1,1,1,0,0
T016811,0,1,0,1,0,0,1,0
T016812,1,1,0,1,1,1,1,1
T016834,1,0,0,1,0,0,1,0
T017394,1,0,0,1,1,1,1,0
T017419,0,1,0,1,1,0,1,1
T019021,1,0,1,0,0,1,0,0
T019031,0,1,0,0,0,0,1,0
T019853,0,1,0,1,1,1,1,0
E002338,1,0,0,0,0,1,0,1
E004934,0,1,1,0,1,0,1,0
E009667,0,0,1,1,0,1,1,1
E009676,0,0,1,1,1,1,1,0
E011183,0,0,1,1,0,1,1,0
E015208,1,1,1,0,1,1,1,1
E018421,1,1,1,0,0,0,0,1
E023681,1,1,1,0,1,1,0,1
E025912,1,1,0,1,0,1,0,1
E030828,0,0,0,1,1,0,1,1
E032745,0,1,1,0,1,1,0,1
P005279,0,1,0,1,1,0,1,1
P010936,1,0,1,1,1,1,1,0
P015091,1,1,0,0,0,1,1,1
P018832,1,0,1,1,0,0,0,0
P022222,1,1,0,1,0,0,1,0
T005507,0,0,1,0,0,0,1,0
T006288,0,1,1,1,0,1,1,0
T010520,0,0,0,1,1,1,0,1
T010532,0,0,1,0,1,1,0,1
T012389,1,1,1,1,0,1,1,0
T014197,0,0,1,1,1,1,0,0
T018343,1,1,1,0,1,0,1,0
T019852,0,1,1,0,1,1,0,1
