SubjectName,4,7,10,13,16,19,22,28
E002473,1,0,1,0,0,0,1,0
E002681,0,1,0,0,0,0,0,0
E004781,0,0,0,0,0,0,1,1
E007303,1,1,1,1,1,1,0,0
E007743,1,0,1,0,1,1,1,1
E007980,1,1,1,0,1,1,0,0
E008437,0,1,0,0,0,0,0,0
E008643,1,0,0,0,0,1,1,0
E012115,0,0,0,1,1,0,1,1
E012124,1,0,1,0,0,0,1,1
E012393,0,0,1,0,0,1,1,0
E012678,0,0,1,1,1,0,0,0
E013394,1,0,1,1,1,1,1,1
E015378,0,0,0,0,0,1,0,1
E015991,1,1,0,1,0,1,0,0
E016148,0,1,1,1,1,0,1,0
E016444,1,1,0,0,1,0,0,0
E016870,1,0,0,1,1,1,0,1
E017049,0,0,1,0,0,0,0,0
E017715,0,1,1,1,0,1,0,0
E018574,0,1,0,0,1,0,1,1
E019187,1,1,0,1,0,0,1,1
E019349,1,0,0,1,1,0,1,1
E019793,0,1,1,1,1,1,1,1
E020781,0,0,0,1,0,0,1,1
E020808,0,0,0,1,0,1,0,0
E022083,1,1,0,0,0,0,1,1
E022960,0,0,0,0,1,0,0,1
E023535,0,1,0,0,1,1,1,0
E023705,0,0,1,1,1,1,0,0
E024240,0,0,1,0,1,1,1,1
E024646,0,1,1,1,0,1,1,1
E029796,0,1,0,1,0,1,1,1
E031941,1,1,0,1,1,0,0,0
E033036,1,0,0,0,1,1,0,0
E034885,1,1,1,0,1,0,0,0
P000648,0,0,0,0,0,1,1,0
P001363,1,0,1,1,1,1,0,0
P003173,0,1,0,0,0,1,0,0
P004113,0,1,1,0,1,0,0,1
P004230,0,1,1,0,1,0,0,1
P005135,1,0,1,0,0,0,1,0
P005558,1,0,1,0,0,1,0,0
P006035,1,1,0,0,0,0,1,1
P007649,1,1,0,0,1,0,0,0
P008579,1,0,0,0,0,0,1,1
P009291,1,0,1,0,0,1,0,1
P009746,0,0,1,0,1,0,0,0
P010096,0,0,1,0,1,1,1,1
P010322,1,0,0,1,1,1,1,1
P013701,0,1,0,1,0,1,1,0
P013823,0,1,1,1,1,0,1,0
P013960,0,1,0,1,0,0,1,0
P014713,0,0,1,0,0,1,1,1
P014839,1,1,0,0,1,0,0,1
P015163,1,0,1,1,0,1,0,0
P016803,0,0,0,1,1,0,0,0
P017671,1,1,1,1,1,0,1,1
P019475,1,1,0,1,1,1,0,1
P021772,1,1,0,0,1,1,1,0
P022130,1,0,0,0,1,1,0,0
P022384,1,1,1,0,1,1,0,1
T000094,0,0,0,0,0,0,1,0
T000272,0,0,1,0,1,0,1,0
T000461,1,0,1,1,0,1,0,0
T002534,1,0,1,1,0,0,0,0
T003353,0,0,1,1,1,1,1,0
T003950,0,0,1,0,1,0,1,0
T004341,1,0,0,1,0,1,1,0
T005643,1,1,1,0,0,0,0,0
T005999,1,1,1,1,0,1,1,1
T006266,1,1,1,1,1,1,0,0
T007748,1,0,0,1,1,1,0,0
T008025,1,0,0,0,0,1,1,1
T008246,0,1,1,1,1,1,0,1
T008631,0,1,1,0,0,0,1,1
T011676,1,1,0,0,1,0,0,0
T012121,0,0,1,1,0,0,1,1
T012138,1,1,0,0,1,0,0,1
T012312,1,0,1,0,1,1,1,1
T012374,1,1,1,0,1,0,1,1
T012983,1,0,0,0,0,0,0,1
T013832,1,1,0,1,1,0,0,1
T014575,0,1,0,0,0,1,0,0
T014827,1,1,1,0,0,0,1,1
T016811,0,0,0,1,1,1,0,0
T016812,0,1,0,1,0,0,0,0
T016834,0,1,1,1,1,0,0,1
T017394,0,0,0,1,1,1,0,0
T017419,1,1,0,1,0,1,0,1
T019021,1,1,0,1,1,0,1,0
T019031,0,1,1,0,1,0,1,0
T019853,1,0,1,1,0,1,1,0
E002338,1,1,0,1,1,0,1,1
E004934,1,0,0,0,1,1,1,0
E009667,1,1,0,0,1,1,1,0
E009676,1,1,0,1,0,0,0,0
E011183,1,1,0,1,1,1,1,0
E015208,1,0,0,1,0,0,1,0
E018421,0,0,1,1,0,0,0,0
E023681,0,0,1,1,0,0,1,0
E025912,1,0,0,1,0,0,1,1
E030828,0,0,0,0,1,0,1,1
E032745,1,1,1,0,0,0,0,1
P005279,0,0,1,0,1,0,1,0
P010936,0,0,0,1,1,0,1,0
P015091,0,0,0,1,1,1,0,0
P018832,1,1,0,0,0,0,0,0
P022222,1,1,1,1,1,1,0,0
T005507,1,0,0,0,0,1,0,0
T006288,1,0,0,1,0,1,0,0
T010520,1,0,0,1,1,0,1,0
T010532,0,0,1,1,1,0,0,1
T012389,0,1,1,1,0,1,1,0
T014197,1,0,1,0,1,0,0,0
T018343,0,0,1,0,0,1,1,0
T019852,0,1,0,0,1,1,0,0
